Emnekode	Emnenavn	Sted
TEK3108	Bedriftsprosjekt (BP)	Gjøvik
TDMA4006	Bedriftstilpasset e-læring(Kun eksamen, undervises ikke)	Trondheim
TIØ4295	Bedriftsøkonomi	Trondheim
IØ8815	Bedriftsøkonomi i kunstig intelligens-æraen	Trondheim
BØA1100	Bedriftsøkonomi med regnskap	Trondheim
AE101108	Bedriftsøkonomi med regnskap	Ålesund
SMF1194F	Bedriftsøkonomi med regnskap	Gjøvik
SMF1194	Bedriftsøkonomi med regnskap	Gjøvik
BBOA4000	Bedriftsøkonomiske atferdsteorier	Trondheim
HLS8030	Begreper og epistemologisk perspektiv i "Caring Science"	Ålesund
TVM4171	Behandling av avløpsvann	Trondheim
TVM4173	Behandling av drikkevann	Trondheim
IMT6121	Behavioural Biometrics	Gjøvik
NEVR3003	Behavioural and Cognitive Neuroscience	Trondheim
BT2100	Beregningsbasert bioteknologi	Trondheim
TMA4300	Beregningskrevende statistiske metoder	Trondheim
KT8211	Beregningsmetoder for dynamisk analyse av konstruksjoner	Trondheim
TMA4162	Beregningsorientert algebra	Trondheim
TPG4170	Bergartsfysikk og geofysisk overvåking	Trondheim
TGB4210	Bergmekanikk og geoteknikk, grunnkurs	Trondheim
TGB4212	Bergmekanikk, videregående kurs	Trondheim
TPG4116	Beskrivelse og karakterisering av porøse medier og strømning ved laboratorieanalyse	Trondheim
MATV4008	Beskrivende sensoriske metoder og Forsøksplanlegging og dataanalyse	Trondheim
IF420	Beslutningsanalyse og selskapsfinansiering	Trondheim
KT8205	Bestandighet av betongkonstruksjoner(Kun eksamen, undervises ikke)	Trondheim
KT8213	Betong: Struktur-egenskapsforhold	Trondheim
BYGG2254	Betongkonstruksjoner	Gjøvik
TKT4175	Betongkonstruksjoner 1	Trondheim
BYGT2206	Betongkonstruksjoner 1	Trondheim
TKT4220	Betongkonstruksjoner 2	Trondheim
BYGT2320	Betongkonstruksjoner 2	Trondheim
TKT4222	Betongkonstruksjoner 3	Trondheim
BYGG2352	Betongteknologi	Gjøvik
TKT4215	Betongteknologi 1	Trondheim
TKT4235	Betongteknologi 2	Trondheim
NORD2318	Betydningslære - semantikk og pragmatikk	Trondheim
NORX2318	Betydningslære - semantikk og pragmatikk - for utvekslingsstudenter	Trondheim
BEV1014	Bevegelsesapparatets anatomi	Trondheim
FYST1103	Bevegelseslære 1	Trondheim
FYST2205	Bevegelseslære 2	Trondheim
BEV2108	Bevegelsesvitenskap og folkehelse	Trondheim
DIFT2006	Big Data	Trondheim
INFT2003	Big Data	Trondheim
AI521416	Big Data and Analysis	Ålesund
TDT4305	Big Data-arkitektur	Trondheim
BBAN4025	Big data i eiendomsfinans	Trondheim
MUSP4137	Biinstrument 1	Trondheim
MUSP4547	Biinstrument 2	Trondheim
RAG2206	Bildebehandling for radiografer	Gjøvik
RAT2206	Bildebehandling for radiografer	Trondheim
MV2012	Bildet i samfunnet	Trondheim
IT3708	Bio-inspirert Kunstig Intelligens	Trondheim
TKP4195	Bio-system teknologi	Trondheim
TTT4290	Bioakustikk for biodiversitet	Trondheim
MOL3009	Biobanking	Trondheim
BI2043	Biodiversitet og bevaringsbiologi	Trondheim
TKP4180	Biodrivstoff og bioraffinering	Trondheim
FENA2022	Bioenergi	Ålesund
FENT2022	Bioenergi	Trondheim
FENG2022	Bioenergi	Gjøvik
TEP4270	Bioenergi: Teknikk og system	Trondheim
TFY4505	Biofysikk, fordypningsemne	Trondheim
TFY4500	Biofysikk, fordypningsprosjekt	Trondheim
TFY4910	Biofysikk, masteroppgave	Trondheim
TFY4265	Biofysiske mikroteknikker	Trondheim
FY8906	Biofysiske mikroteknikker	Trondheim
MOL8008	Bioinformatics Methods for next Generation Sequencing Analysis	Trondheim
MOL3021	Bioinformatikk - anvendt prosjekt	Trondheim
MOL3022	Bioinformatikk - metodeorientert prosjekt	Trondheim
TBT4508	Bioinformatikk og Biopolymere materialer, fordypningsemne	Trondheim
TBT4507	Bioinformatikk og Forsøksplanlegging og dataanalyse, fordypningsemne	Trondheim
HBIOT2060	Bioingeniørfaglig spesialemne innen histopatologi, transfusjonsmedisin og kvalitetssikring for studentutveksling	Trondheim
TMM4199	Bioinspirert design	Trondheim
HBIOT1014	Biokjemi	Trondheim
TBT4102	Biokjemi 1	Trondheim
TBT4107	Biokjemi 2	Trondheim
HBIOA1003	Biokjemi med cellebiologi	Ålesund
TBT4140	Biokjemiteknikk	Trondheim
BI3802	Biologi spesialisering, prosjektarbeid	Trondheim
BI3801	Biologi spesialisering, prosjektarbeid	Trondheim
BI3085	Biologi uten grenser	Trondheim
MGLU4212	Biologisk mangfold	Trondheim
DID3505	Biologisk mangfold og mennesket(Kun eksamen, undervises ikke)	Trondheim
BI8061	Biologisk oseanografi	Trondheim
BI3061	Biologisk oseanografi	Trondheim
MB102019	Biomarin verdiskaping	Ålesund
TTK4270	Biomedisinsk instrumentering og regulering	Trondheim
TKT4150	Biomekanikk	Trondheim
BEV2102	Biomekanikk og måling av bevegelse og fysisk aktivitet	Trondheim
IMT6071	Biometrics	Gjøvik
IMT4126	Biometrics	Gjøvik
TFY4525	Bionanoteknologi, fordypningsemne	Trondheim
TFY4335	Bionanovitenskap	Trondheim
TBT4506	Biopolymere materialer og Forsøksplanlegging og dataanalyse, fordypningsemne	Trondheim
TBT4135	Biopolymerer	Trondheim
BT8135	Biopolymerer videregående kurs I	Trondheim
BT8116	Biopolymerer: Eksperimentelle metoder	Trondheim
BI2001	Biosystematikk og biomangfold i tid og rom	Trondheim
TBT4170	Bioteknologi	Trondheim
FI3107	Bioteknologi og etikk	Trondheim
TBT4500	Bioteknologi, fordypningsprosjekt	Trondheim
TBT4900	Bioteknologi, masteroppgave	Trondheim
TBT4901	Bioteknologi, masteroppgave	Trondheim
MUSV3141	Björk: Menneske, natur, og teknologi i eksperimentell populærmusikk	Trondheim
FE8151	Blandet analoge/digitale integrerte kretser og innvevde systemer	Trondheim
TTM4195	Blokkjede-teknologier og kryptovalutaer	Trondheim
AAR4814	Boligkunnskap	Trondheim
AAR4510	Boligprosjektering	Trondheim
AAR4812	Boligteori	Trondheim
TPG4210	Boreteknologi 1	Trondheim
TPG4215	Boreteknologi 2	Trondheim
TPG4242	Boreteknologi 3	Trondheim
BA8513	Boring i berg	Trondheim
TBA4177	Brannsikkerhet i byggverk, videregående kurs	Trondheim
BA8100	Brannsikkerhet i bygninger	Trondheim
TBA4175	Brannteknikk	Trondheim
AB100120	Brannvern og HMS	Ålesund
GB8406	Bruddmekanikk i berg og bergmasse	Trondheim
TMM4142	Bruddmekanikk og dimensjonering mot utmatting	Trondheim
HELA3004	Bruk av kunnskap som beslutningsstøtte i helsetjenesten	Ålesund
TPD4134	Brukergrensesnittdesign	Trondheim
FY0001	Brukerkurs i fysikk	Trondheim
MA0001	Brukerkurs i matematikk A	Gjøvik, Trondheim
MA0002	Brukerkurs i matematikk B	Trondheim
ST0103	Brukerkurs i statistikk	Trondheim
AS201414	Business English	Ålesund
INFT2006	Business Intelligence	Trondheim
AE302319	Business analytics	Ålesund
SPR2010	Business and Management English	Trondheim
AAR4367	By- og planleggingskunnskap	Trondheim
GEOG2021	By- og regional utvikling og planlegging	Trondheim
AAR4515	Byforming og arkitektur 1	Trondheim
AAR4605	Byforming og arkitektur 2	Trondheim
TBA4176	Bygg og eiendomsforvaltning, videregående kurs	Trondheim
TBM4500	Bygg- og miljøteknikk, fordypningsprosjekt	Trondheim
TBM4501	Bygg- og miljøteknikk, fordypningsprosjekt	Trondheim
TBM4900	Bygg- og miljøteknikk, masteroppgave	Trondheim
AAR4910	Byggematerialer. Materialenes egenskaper, anvendelse og estetikk	Trondheim
TBA4157	Byggeprosess – Prosjektbasert produksjon	Trondheim
TBM4210	Byggeprosess, grunnkurs	Gjøvik, Trondheim
TBM4319	Byggeprosess, videregående kurs	Trondheim
TBA4155	Byggeprosess: Tidligfasen i prosjekter	Trondheim
BYGG2265	Byggeprosjektet(Kun eksamen, undervises ikke)	Gjøvik
BA8622	Bygging av veger og jernbane i kalde områder	Trondheim
BYGG1101	Byggteknikk og BIM	Gjøvik
BYGA1101	Byggteknikk og BIM	Ålesund
BYGT1101	Byggteknikk og BIM	Trondheim
AAR4334	Bygning og miljø	Trondheim
TBM4321	Bygningsakustikk	Trondheim
AAR4811	Bygningsanalyse	Trondheim
AAR4825	Bygningsdokumentasjon	Trondheim
AAR8140	Bygningsdokumentasjon og analyse	Trondheim
BYGG2260	Bygningsfysikk	Gjøvik
TBM4222	Bygningsfysikk, grunnkurs	Trondheim
BYGA2023	Bygningsinformasjonssystemer, BIM	Ålesund
BA8104	Bygningsmaterialers bestandighet og levetid	Trondheim
TBM4322	Bygningssimulering	Trondheim
TBM4221	Bygningsteknikk	Trondheim
BYGT2311	Bygningsteknologi	Trondheim
TBA4171	Bygningsteknologi, videregående kurs	Trondheim
KULMI2505	Bygningsvern	Trondheim
AAR4551	Bygningsvern. Bevaring og utvikling av eksisterende bygningsmiljø	Trondheim
AAR5220	Byplanleggingspraksis i uforutsigbare forhold	Trondheim
AAR4540	Byutvikling	Trondheim
AAR4525	Byøkologisk planlegging - prosjektemne	Trondheim
AAR4831	Bærekraft og muliggjørende teknologier	Trondheim
KULT2025	Bærekraft og samfunnsmessig transformasjon	Trondheim
KULT3025	Bærekraft og samfunnsmessig transformasjon	Trondheim
TN303411	Bærekraftig Befraktning og operasjon	Ålesund
BYGA2332	Bærekraftig avfall og kretsløpsteknologi faget(Kun eksamen, undervises ikke)	Ålesund
BA8107	Bærekraftig bygd miljø	Trondheim
VB8000	Bærekraftig byggeri med digital prosess	Gjøvik
TPD4200	Bærekraftig design	Trondheim
FENA2311	Bærekraftig energi- og miljø-analyse(Kun eksamen, undervises ikke)	Ålesund
RFEL3083	Bærekraftig forvaltning: Praksis	Trondheim
LÆR2001	Bærekraftig framtid og læreres identitet	Trondheim
HELA3002	Bærekraftig helseledelse	Ålesund
TEP4295	Bærekraftig ingeniørfag	Gjøvik, Trondheim
SMF3086F	Bærekraftig innovasjon	Gjøvik
SMF3086	Bærekraftig innovasjon	Gjøvik
TMMT4001	Bærekraftig matproduksjon	Trondheim
KP8138	Bærekraftig og sirkulær prosessteknologi	Trondheim
TPK4162	Bærekraftig og teknologisk produksjon og logistikk	Trondheim
IDS4002	Bærekraftig organisering og ledelse av innovasjon - et norsk perspektiv	Gjøvik
TEP4265	Bærekraftig prosessering av mat	Trondheim
TPK4185	Bærekraftig systemteknikk	Trondheim
TBM4345	Bærekraftig transport og transportinfrastruktur	Trondheim
SMF3091	Bærekraftige Strategier	Gjøvik
TEP4506	Bærekraftige energisystemer, fordypningsemne	Trondheim
TEP4521	Bærekraftige energisystemer, fordypningsprosjekt	Trondheim
TEP4906	Bærekraftige energisystemer, masteroppgave	Trondheim
SOS3522	Bærekraftige samfunn	Trondheim
SOS8538	Bærekraftige samfunn	Trondheim
SMF3091F	Bærekraftige strategier	Gjøvik
BYGA2342	Bærekraftige veger	Ålesund
TIØ4525	Bærekrafts-, arbeidsmiljø- og sikkerhetsledelse, fordypningsemne	Trondheim
TIØ4520	Bærekrafts-, arbeidsmiljø- og sikkerhetsledelse, fordypningsprosjekt	Trondheim
TIØ4521	Bærekrafts-, arbeidsmiljø- og sikkerhetsledelse, fordypningsprosjekt	Trondheim
TIØ4925	Bærekrafts-, arbeidsmiljø- og sikkerhetsledelse, masteroppgave	Trondheim
AL302030	Bærekraftsledelse	Ålesund
BMRR4040	Bærekraftsrapportering	Trondheim
BBOA3015	Bærekraftsrapportering – Introduksjon	Trondheim
TBA4345	Bærekraftsutfordringer i transport(Kun eksamen, undervises ikke)	Trondheim
TFE4130	Bølgeforplantning	Trondheim
TFY4163	Bølgefysikk og fluidmekanikk	Trondheim
INFT2503	C++ for programmerere	Trondheim
MUSV3136	C.P.E. Bach, Haydn og Mozart	Trondheim
IP500415	CAE - Computer Aided Engineering(Kun eksamen, undervises ikke)	Ålesund
TPG4255	CO2 lagring: Operasjoner knyttet til lagring av CO2	Trondheim
COSI4901	COSI Master Thesis	Gjøvik
IIKG3021	Campusnettverk og Internettarkitektur	Gjøvik
IF440	Capital Markets and Uncertainty	Trondheim
AM302312	Cases in Technology Strategy and Marketing	Ålesund
BI1001	Celle- og molekylærbiologi	Trondheim
HBIOA2004	Celle- og molekylærbiologi	Ålesund
HBIOT2020	Celle- og molekylærbiologi	Trondheim
BI0001	Celle- og molekylærbiologi, laboratoriekurs	Trondheim
BI1013	Celle- og molekylærbiologi, teori	Trondheim
BI2012	Cellebiologi	Trondheim
TFY4260	Cellebiologi og cellulær biofysikk	Trondheim
NEVR8009	Cellular and Networks Neuroscience	Trondheim
NEVR3001	Cellular and Systems Neuroscience	Trondheim
KJ3970	Chemistry Specialization, Project Work	Trondheim
KJ3980	Chemistry Specialization, Project Work	Trondheim
KJ3975	Chemistry Specialization, Project Work	Trondheim
BARN3102	Children's Rights	Trondheim
BARN2001	Children's Rights in a Global Perspective(Kun eksamen, undervises ikke)	Trondheim
BARN2004	Children's Rights in a Nordic Perspective	Trondheim
BARN3300	Children, Youth and Development	Trondheim
VB8010	Circular Manufacturing Fall School(Kun eksamen, undervises ikke)	Gjøvik
PROG2005	Cloud Technologies	Gjøvik
IDG2001	Cloud Technologies	Gjøvik
RAD3039	Coaching og relasjonell ledelse	Trondheim
TBM4950	Coastal and Marine Engineering and Management, masteroppgave	Trondheim
DT8121	Colour Imaging	Gjøvik
IMT2363	Colour Management and Image Quality	Gjøvik
IT8803	Colour Science	Gjøvik
IMT4315	Colour in interface design	Gjøvik
AI521820	Commercialization of Innovation	Ålesund
PG8202	Common Earth Modeling: Samtolkning og modellering av geofysiske og geologiske data i HC og mineralleting	Trondheim
MGLU5221	Community Music	Trondheim
LSAM001	Comparative perspectives on Education, Citizenship and Democracy in Norway	Trondheim
IMT4210	Computational Forensics	Gjøvik
IMT6091	Computational Forensics	Gjøvik
MMA4008	Computer Aided Engineering	Ålesund
IDIG4002	Computer Graphics Fundamentals and Applications	Gjøvik
IDATG2206	Computer Vision	Gjøvik
RAG2201	Computertomografi (CT)	Gjøvik
RAT2201	Computertomografi (CT)	Trondheim
MRK3015	Consumer Behaviour	Trondheim
AM303718	Consumer Insight and Branding	Ålesund
EUR3416	Contesting Europe	Trondheim
BBOA3010	Corporate Finance	Trondheim
FI5205	Corporate Responsibility and Ethics	Trondheim
AE520412	Corporate governance - an international perspective	Ålesund
IMT6271	Critical Thinking(Kun eksamen, undervises ikke)	Gjøvik
IMT4304	Cross-media Color Reproduction	Gjøvik
AE511616	Customer Relationship Management: Strategies and Technology	Ålesund
IMT4214	Cyber Intelligence	Gjøvik
IMT4213	Cyber Tactics	Gjøvik
IMT4130	Cybercrime Investigation	Gjøvik
AIS4001	Cybernetics and Robotics	Ålesund
IIKG1001	Cybersikkerhet og datanettverk	Gjøvik
DCSG1002	Cybersikkerhet og teamarbeid	Gjøvik
DCST1002	Cybersikkerhet og teamarbeid	Trondheim
DANS3009	Dance, displacement, diaspora 1	Trondheim
DANS1101	Dans, bevegelse og helse	Trondheim
DANS3003	Danseanalyse	Trondheim
DANS3016	Dansehistorie	Trondheim
DANS1102	Dansepedagogikk og treningsledelse	Trondheim
MASG2101	Data Assistert Design / CAD	Gjøvik
TEK2114	Data Assistert Design / CAD	Gjøvik
BBAN4001	Data Science	Trondheim
IMT4133	Data Science for Security and Forensics	Gjøvik, Trondheim
DID3304	Data-støttet språklæring(Kun eksamen, undervises ikke)	Trondheim
EP8000	Dataanalyse for termo- og fluidsystemer	Trondheim
MASA2312	Dataassistert modellering og simulering	Ålesund
IDATG2002	Databaser	Gjøvik
IDATT2103	Databaser(Kun eksamen, undervises ikke)	Trondheim
INFT1009	Databaser	Trondheim
IDATA2002	Databaser	Ålesund
IDATT2002	Databaser	Trondheim
IE500417	Databehandling og visualisering	Ålesund
IT3212	Datadrevet Programvare	Trondheim
IE500217	Datagrafikk(Kun eksamen, undervises ikke)	Ålesund
INFT1007	Datakommunikasjon	Trondheim
IELET2001	Datakommunikasjon(Kun eksamen, undervises ikke)	Trondheim
IELEG2001	Datakommunikasjon(Kun eksamen, undervises ikke)	Gjøvik
DCST1006	Datakommunikasjon og nettverk	Trondheim
DCSG1006	Datakommunikasjon og nettverk	Gjøvik
IDATA2304	Datakommunikasjon og nettverksprogrammering	Ålesund
TDT4260	Datamaskinarkitektur	Trondheim
TDT4160	Datamaskiner	Trondheim
TDT4255	Datamaskinkonstruksjon	Trondheim
TDT4295	Datamaskinprosjekt	Trondheim
IDATA2303	Datamodellering og databaseapplikasjoner(Kun eksamen, undervises ikke)	Ålesund
TDT4145	Datamodellering og databasesystemer	Trondheim
IDATG2204	Datamodellering og databasesystemer	Gjøvik
TTM4200	Datanettverk	Trondheim
IIKT2105	Datanettverk for instrumentering	Trondheim
INFT1008	Datastøttet samhandling(Kun eksamen, undervises ikke)	Trondheim
IDIG4004	Datasyn og applikasjoner	Gjøvik
TDT4265	Datasyn og dyp læring	Trondheim
AIS2203	Datateknikk for kyberfysiske systemer	Ålesund
TPG4155	Datateknikk i ingeniørfag	Trondheim
INFT1005	Datateknikk og operativsystem	Trondheim
TDT4506	Datateknologi, fordypningsemne	Trondheim
IDATA2506	Datateknologi, fordypningsemne	Ålesund
TDT4501	Datateknologi, fordypningsprosjekt	Trondheim
TDT4900	Datateknologi, masteroppgave	Trondheim
IELEG2212	Datatransmisjon(Kun eksamen, undervises ikke)	Gjøvik
TDT4300	Datavarehus og datagruvedrift	Trondheim
BØA2020	Decision Modelling and Optimization	Trondheim
DANS3017	Decolonising Ethnochoreology and the Anthropology of Dance: an Introduction	Trondheim
IMT4392	Deep Learning for Visual Computing	Gjøvik
KLH3305	Deltagelse og inkludering	Trondheim
BARN8007	Deltagende aksjonsforskning og kunnskapsproduksjon	Trondheim
IT3022	Deltagende design	Trondheim
ETG2205	Deltakelse i arbeid og utdanning	Gjøvik
ETT2205	Deltakelse i arbeid og utdanning	Trondheim
KULMI3215	Deltakelse og læring i museer	Trondheim
PED1015	Deltakelse og mestring i ulike grupper og læringsmiljø	Trondheim
ISA8003	Deltakelse og sosial inkludering i sosialt arbeid og barnevern	Trondheim
DID3702	Demokrati, medborgerskap og menneskerettighetslæring(Kun eksamen, undervises ikke)	Trondheim
POL3001	Demokratiteori	Trondheim
EUR2915	Den europeiske integrasjonens historie	Trondheim
POL3527	Den europeiske union i krise	Trondheim
POL8528	Den europeiske union i krise	Trondheim
MUSV3123	Den romantiske generasjonen	Trondheim
TPD4100	Design 1 - Introduksjon	Trondheim
TPD4102	Design 2 - Komposisjon	Trondheim
TPD4121	Design 3 - Menneskesentrert design & innovasjon	Trondheim
TPD4127	Design 4 - Produksjon og materialer	Trondheim
TPD4156	Design 5 - Tjenestedesign	Trondheim
TPD4144	Design 6 - Fremtider	Trondheim
TPD4129	Design 7 - System	Gjøvik, Trondheim
TPD4166	Design 8 - Strategi	Trondheim
TPD4500	Design 9, fordypningsprosjekt	Trondheim
TPD4142	Design Thinking	Trondheim
TTM4160	Design av cyber-fysiske systemer	Trondheim
TFE4141	Design av digitale system 1	Trondheim
TFE4171	Design av digitale system 2	Trondheim
TEP4175	Design av en vindturbin	Trondheim
IT3402	Design av grafiske brukergrensesnitt	Trondheim
BYGT2312	Design av havromskonstruksjoner	Trondheim
TPK4131	Design av industrielle logistikksystem	Trondheim
TFE4152	Design av integrerte kretser	Trondheim
TTM4115	Design av kommuniserende systemer	Trondheim
BA8607	Design av offshore vindturbiner	Trondheim
TPD4153	Design av strukturell emballasje	Trondheim
MMA4002	Design for Automated Manufacturing	Ålesund
PD8301	Design for Bærekraft - Individuelt PhD emne	Trondheim
TPD4169	Design for industrialisering	Trondheim
AAR4528	Design i kontekst	Trondheim
AAR4863	Design in Context - Workshop	Trondheim
MA3061	Design og analyse av matematikkundervisning	Trondheim
TPD4260	Design og entrepenørskap	Trondheim
IDG2200	Design og prototyping for digitale produkter(Kun eksamen, undervises ikke)	Gjøvik
AI101500	Designdrevet innovasjon	Ålesund
TEK2122	Designfaglig fordypning	Gjøvik
IDG2342	Designhistorie og designteori	Gjøvik
TEK1310	Designmetodikk og estetikk for produktdesign	Gjøvik
IDG3541	Designpraksis i bedrift	Gjøvik
TPD4195	Designstudier	Trondheim
IDG2201	Designsystemer og universell utforming for digitale flater	Gjøvik
TPD4505	Designteori, fordypningsemne	Trondheim
TEP4290	Det bygde miljø: Dynamikk og klimaendring (MFA2)	Trondheim
ØK8101	Developing a Research Proposal Through Engaged Scholarship	Trondheim
TGB4170	Diagenese/reservoarkvalitet(Kun eksamen, undervises ikke)	Trondheim
SPRÅK2200	Diakron lingvistikk: Hvordan språk endrer seg	Trondheim
IDT8001	Didaktikk	Trondheim
PED1003	Didaktikk	Trondheim
MA3402	Differensialformer på mangfoldigheter	Trondheim
TMA4192	Differensialtopologi	Trondheim
EUR3414	Differentiated Integration: The Norwegian Case in Perspective	Trondheim
BIM1012	Digital BIM-modellering(Kun eksamen, undervises ikke)	Gjøvik
AM304119	Digital Marketing Analytics	Ålesund
AI521516	Digital Marketing Strategy	Ålesund
BSOL4065	Digital Transformation in Organizations	Trondheim
AIS4004	Digital Twins for Predictive Maintenance	Ålesund
TVB4110	Digital bygningsinformasjon	Gjøvik
DIFT2005	Digital endring og transformasjon	Trondheim
TTT4130	Digital kommunikasjon	Trondheim
LBAS1004	Digital kompetanse	Trondheim
MUST2052	Digital komposisjon og framføring	Trondheim
MUST3056	Digital komposisjon og framføring	Trondheim
LBAS2004	Digital langtidsbevaring i arkiv og museum	Trondheim
TS300819	Digital shipping	Ålesund
IELEG2141	Digital signalbehandling	Gjøvik
TTT4120	Digital signalbehandling	Trondheim
DIFT2008	Digital strategi i organisasjoner	Trondheim
INFT2007	Digital strategi i organisasjoner	Trondheim
TIØ4282	Digital strategi og forretningsmodeller	Trondheim
IELEG3141	Digital system design	Gjøvik
TVB4200	Digital tvilling for bygd miljø	Gjøvik
VB8005	Digital tvilling for bærekraftig vareproduksjon	Gjøvik
TTM4165	Digital økonomi	Gjøvik, Ålesund, Trondheim
TVB4505	Digitale byggeprosesser, fordypningsemne	Gjøvik
TVB4500	Digitale byggeprosesser, fordypningsprosjekt	Gjøvik
TVB4900	Digitale byggeprosesser, masteroppgave	Gjøvik
