Emnekode	Emnenavn	Sted
AI302414	Semester internship	Ålesund
POL2028	Seminar i dagsaktuelle politiske hendelser	Trondheim
POL2023	Seminar i politisk teori	Trondheim
MM8484	Seminarserie for anvendte materialer	Trondheim
HIST2001	Senantikken/tidlig middelalder	Trondheim
TTT4280	Sensorer og instrumentering	Trondheim
TTK4250	Sensorfusjon	Trondheim
IDG3750	Sensorisk og berøringsvennlig interaksjonsdesign	Gjøvik
NEVR3002	Sensorisk og motorisk nevrovitenskap	Trondheim
TFE4202	Sensorsystemer - design 1	Trondheim
TFE4204	Sensorsystemer - design 2	Trondheim
PED3045	Sentrale arbeidsoppgaver i det spesialpedagogiske støttesystemet	Trondheim
SANT1023	Sentrale sosialantropologiske forskningsemner	Trondheim
BØA3050	Sentrale verktøy i økonomistyring	Trondheim
TKP4105	Separasjonsteknikk	Trondheim
BMRK3012	Serviceledelse og relasjonsmarkedsføring	Trondheim
BMRK4010	Servicestrategier	Trondheim
GEOG3550	Shape2Gether: Geosciences, Innovative Technologies and Serious Games for climate change	Trondheim
TS301111	Shipping Management Seminarer	Ålesund
TT8111	Signal- og estimeringsteori	Trondheim
TFY4280	Signalanalyse	Trondheim
AIS2201	Signalbehandling	Ålesund
IELEG2110	Signalbehandling(Kun eksamen, undervises ikke)	Gjøvik
IELET2110	Signalbehandling(Kun eksamen, undervises ikke)	Trondheim
MEDT4165	Signalbehandling i ultralyd-avbildning	Trondheim
IELEG2140	Signaler og systemer	Gjøvik
KT8228	Signalprosessering og system identifikasjon i konstruksjonsdynamikk	Trondheim
IIK8010	Sikkerhet for fysiske cybersystemer	Gjøvik
IDATT2503	Sikkerhet i programvare og kryptografi	Trondheim
TMR4555	Sikkerhet og driftsledelse, fordypningsemne	Trondheim
TMR4550	Sikkerhet og driftsledelse, fordypningsprosjekt	Trondheim
TTM4185	Sikkerhet og robusthet i IKT system	Trondheim
TPK4550	Sikkerhet, pålitelighet og vedlikehold, fordypningsprosjekt	Trondheim
TPK4551	Sikkerhet, pålitelighet og vedlikehold, fordypningsprosjekt	Trondheim
TPK4950	Sikkerhet, pålitelighet og vedlikehold, masteroppgave	Trondheim
PK8201	Sikkerhetskritisk system	Trondheim
TIØ4200	Sikkerhetsledelse	Trondheim
TTM4205	Sikre kryptografiske implementasjoner	Trondheim
IE505818	Simulering og Visualisering, fordypningsemne	Ålesund
IE505718	Simulering og Visualisering, fordypningsprosjekt	Ålesund
PAH3002	Sirkulasjon og oksygenopptak	Trondheim
MEDT8014	Sirkulasjonsfysiologi	Trondheim
IDS4004	Sirkulær økonomi og bærekraft	Gjøvik
AAR4680	Sirkulærstudio - Bygninger	Trondheim
AAR4690	Sirkulærstudio - Materialer	Trondheim
TN100119	Sjø og havneoperasjoner	Ålesund
TMR4215	Sjøbelastninger	Trondheim
TMR4235	Sjøbelastningsstatistikk	Trondheim
TS100419	Sjøforsikring/ Maritime avtaler og kontraktsrett	Ålesund
BT3125	Sjømat, trygghet og helseeffekter	Trondheim
BIA2004	Sjømatforedling	Ålesund
TN202406	Sjørett	Ålesund
TN101911	Sjørett	Ålesund
SØK3007	Skatt, beslutningsatferd og økonomisk politikk	Trondheim
BMRR4020	Skatte- og avgiftsrett	Trondheim
TPK4164	Skipsbygging og kundespesifikk produksjon	Trondheim
SKID1100	Skipsdesign I - Introduksjon	Ålesund
SKID1200	Skipsdesign II - Stabilitet og motstand	Ålesund
SKID2202	Skipsdesign III - Hydrodynamikk	Ålesund
SKID2203	Skipsdesign IV - Konstruksjon	Ålesund
SKID2300	Skipsdesign V - Prosjektering	Ålesund
TMR4220	Skipshydrodynamikk	Trondheim
TN203511	Skipsteknikk	Ålesund
YFL2003	Skolen i samfunnet(Kun eksamen, undervises ikke)	Trondheim
TGB4290	Skredprosesser	Trondheim
NORD2220	Skriving - tekst og skriveprosesser	Trondheim
PAH3001	Skriving og kommunikasjon	Trondheim
MGLU4101	Skriving, lesing og muntlig kompetanse i norskfaget - teoretiske, analytiske og didaktiske perspektiver	Trondheim
MGLU4501	Skriving, lesing og muntlig kompetanse i norskfaget - teoretiske, analytiske og didaktiske perspektiver	Trondheim
NORX2220	Skriving, tekst og skriveprosesser - for utvekslingsstudenter	Trondheim
INFT2504	Skytjenester som arbeidsflate	Trondheim
BYGA2352	Smarte og bærekraftige bygninger	Ålesund
KLH3207	Smerte og utmattelse	Trondheim
NRS8005	Smittevern i et globalt perspektiv	Trondheim
GEOG3517	Social Difference, Identity and Place	Trondheim
BARN3101	Social Studies of Children and Childhood	Trondheim
IMT4128	Socio-technical Enabled Crime	Gjøvik
IIKG2001	Software Security	Gjøvik
TMT4322	Solceller og fotovoltaiske nanostrukturer	Trondheim
FENT2102	Solcelleteknologi og produksjon	Gjøvik
FENG2102	Solcelleteknologi og produksjon	Gjøvik
FENA2021	Solenergi(Kun eksamen, undervises ikke)	Ålesund
FENG2021	Solenergi(Kun eksamen, undervises ikke)	Gjøvik
FENT2021	Solenergi(Kun eksamen, undervises ikke)	Trondheim
IT8009	Sommerskole i Menneske-Maskin-Interaksjon	Trondheim
LBIP5000	Soniske sensibiliteter og lyd-byer: Soniske sensibiliteter gjennom teori, metode og praksis, i bærekraftige byøkologier	Trondheim
SOS3523	Sosial interaksjon	Trondheim
SOS8541	Sosial interaksjon	Trondheim
PED8012	Sosial konstruksjon: teori og praksis m/paper	Trondheim
PED8013	Sosial konstruksjon: teori og praksis uten paper	Trondheim
SOS2021	Sosial ulikhet i helse	Trondheim
SOS3608	Sosial ulikhet i helse(Kun eksamen, undervises ikke)	Trondheim
SOS8534	Sosial ulikhet, migrasjon og mobilitet	Trondheim
ISA1001	Sosial- og velferdspolitikk	Trondheim
PSYK4417	Sosial-, samfunns- og kulturpsykologi	Trondheim
PSY2107	Sosial-, samfunns- og kulturpsykologi	Trondheim
SANT1021	Sosialantropologiske nøkkelbegreper	Trondheim
MGLU5228	Sosialpedagogisk arbeid i skolen	Trondheim
BSA2003	Sosialt arbeid med individer og grupper	Trondheim
BSA1001	Sosialt arbeid som fag og profesjon	Trondheim
BSA1004	Sosialt arbeids teori og praksis	Trondheim
DID3107	Sosialt bærekraftig kunstfagdidaktikk	Trondheim
NORD2241	Sosiolingvistikk	Trondheim
NORX2241	Sosiolingvistikk - for utvekslingsstudenter	Trondheim
SPRÅK3100	Sosiolingvistiske teorier og metoder	Trondheim
SOS2016	Sosiologi i praksis	Trondheim
SOS1016	Sosiologi og samfunn	Trondheim
SOS3001	Sosiologisk teori	Trondheim
MUSV3110	Soul of a Nation: Svart amerikansk populærmusikk, fra R&B til hip-hop	Trondheim
SPA0502	Spansk 2	Trondheim
SPA1402	Spansk kultur og historie	Trondheim
SPA1100	Spansk språk 1	Trondheim
SPA1104	Spansk språk 2	Trondheim
SPA1201	Spansk språkferdighet	Trondheim
SPA2501	Spanskspråklig kultur, historie og samfunn i det 20. og 21. århundret	Trondheim
SPA1301	Spanskspråklig litteratur	Trondheim
SPA2502	Spanskspråklig samtidslitteratur	Trondheim
GEOG3091	Special Syllabus for Master Degree	Trondheim
AIS4501	Specialisation Project - Robotics & Intelligent Systems	Ålesund
IMT4895	Specialisation in Colour Imaging	Gjøvik
IDIG4767	Specialisation in Medical Imaging and Analysis	Gjøvik
IDIG4225	Specialisation in Multimodal Data Analysis	Gjøvik
IMT4890	Specialisation in Video Processing(Kun eksamen, undervises ikke)	Gjøvik
IMT4215	Specialization Project	Gjøvik
MDV6227	Sped- og småbarns psykiske helse	Trondheim
KJ2022	Spektroskopiske metoder i organisk kjemi	Trondheim
GB8310	Spenningsrelaterte stabilitetsproblemer i undergrunnsanlegg	Trondheim
FI3203	Spesialemne til mastergraden i filosofi	Trondheim
FI3205	Spesialemne til mastergraden i filosofi	Trondheim
MB302019	Spesialemner i bioteknologi	Ålesund
IMT4887	Spesialisering i webteknologi	Gjøvik
TYSK3401	Spesialiseringsemne	Trondheim
NORD3503	Spesialiseringsemne 2: Prøveforelesning	Trondheim
ENG3110	Spesialiseringsemne i engelsk språk	Trondheim
ENG3316	Spesialiseringsemne i engelskspråklig litteratur før 1900	Trondheim
FRA3111	Spesialiseringsemne i fransk litteratur	Trondheim
FRA3211	Spesialiseringsemne i fransk språkvitenskap	Trondheim
ENG3317	Spesialiseringsemne i moderne engelskspråklig litteratur	Trondheim
NORD3103	Spesialiseringsemne i nordisk litteratur	Trondheim
NORD3104	Spesialiseringsemne i nordisk språkvitenskap	Trondheim
POL2013	Spesialiseringsemne i statsvitenskap: Internasjonal politikk	Trondheim
POL2014	Spesialiseringsemne i statsvitenskap: Komparativ politikk	Trondheim
POL2017	Spesialiseringsemne i statsvitenskap: Offentlig politikk og administrasjon	Trondheim
POL2016	Spesialiseringsemne i statsvitenskap: Politisk kommunikasjon og politisk atferd	Trondheim
IDS4005	Spesialiseringsprosjekt	Gjøvik
MGLU5224	Spesialpedagogikk med vekt på sosiale og emosjonelle utfordringer	Trondheim
LÆR2007	Spesialpedagogikk og deltakelse	Trondheim
MGLU5223	Spesialpedagogiske muligheter og utfordringer innenfor lesing, skriving og matematikk	Trondheim
PED2009	Spesialpedagogiske perspektiver på en skole for alle	Trondheim
BI3091	Spesialpensum til master	Trondheim
BI3092	Spesialpensum til mastergrad II	Trondheim
BI3093	Spesialpensum til mastergrad II	Trondheim
BI3096	Spesialpensum til mastergrad III	Trondheim
KJ3093	Spesialpensum til mastergraden	Trondheim
MT3901	Spesialpensum til mastergraden	Trondheim
KJ3091	Spesialpensum til mastergraden	Trondheim
KJ3092	Spesialpensum til mastergraden	Trondheim
BT3092	Spesialpensum til masteroppgave, Ocean Resources	Trondheim
BT3091	Spesialpensum til masteroppgaven	Trondheim
GEOL3092	Spesialpensum til masteroppgaven/særpensum	Trondheim
GEOL3093	Spesialpensum til masteroppgaven/særpensum	Trondheim
BI3023	Spesiell zoofysiologi	Trondheim
PG8601	Spesielle reservoarsimuleringsmodeller	Trondheim
MA8403	Spesielle tema i topologi	Trondheim
SPRÅL3500	Spesielt masteremne 1: Masteroppgaverelatert fordypningsemne	Trondheim
FYST2204	Spesifikk patologi	Trondheim
IT3021	Spill+	Trondheim
TPD4168	Spilldesign	Trondheim
IMT3603	Spillprogrammering	Gjøvik
IDATA2504	Spillutvikling	Ålesund
BØA3031	Sport Business and Economics	Trondheim
TEGN1102	Språk - multimodal kommunikasjon	Trondheim
SPRÅK3300	Språk og kognisjon	Trondheim
TEGN1106	Språk og kommunikasjon 1	Trondheim
TEGN2011	Språk og kommunikasjon 2, med praksis	Trondheim
TEGN2006	Språk og kommunikasjon 3	Trondheim
MGLU5101	Språk og litteratur i norskfaget (1-7)	Trondheim
MGLU5501	Språk og litteratur i norskfaget (5-10)	Trondheim
DID3601	Språk og språkdidaktikk(Kun eksamen, undervises ikke)	Trondheim
SPRÅK1201	Språk, samfunnsutfordringer, kulturforståelse	Trondheim
TYSK1003	Språkferdighet 1	Trondheim
TYSK1305	Språkferdighet 2	Trondheim
TYSK2301	Språkferdighet 3	Trondheim
ENG1201	Språkferdighet og grammatikk	Trondheim
FRA1010	Språkferdighet, tekst og metode	Trondheim
NORD1106	Språkhistorie og talemål	Trondheim
NORX1106	Språkhistorie og talemål - for utvekslingsstudenter	Trondheim
NORD6020	Språklig variasjon og endring – utforskende arbeid med språk gjennom tid og rom	Trondheim
DID3301	Språklæring og språkundervisning(Kun eksamen, undervises ikke)	Trondheim
SPRÅK8873	Språkteori	Trondheim
SPRÅK8892	Språkteori	Trondheim
SPRÅK8861	Språkvitenskapelige metoder	Trondheim
SPRÅK8887	Språkvitenskapelige metoder	Trondheim
SPRÅK8867	Språkvitenskapelige metoder	Trondheim
SPRÅK8891	Språkvitenskapelige problemstillinger, teorier og metoder	Trondheim
SPRÅK3002	Språkvitenskapelige teorier	Trondheim
GB8303	Stabilitet av fjellskjæringer	Trondheim
TEK3107	Start Bedrift SB	Gjøvik
BYGT2318	Statikk	Trondheim
TMR4305	Statisk og dynamisk analyse av marine konstruksjoner	Trondheim
ISTT1003	Statistikk	Trondheim
TMA4245	Statistikk	Trondheim
VB6044	Statistikk	Gjøvik
PED3001	Statistikk	Trondheim
ISTA1001	Statistikk	Ålesund
ISTA1002	Statistikk	Ålesund
ISTA1003	Statistikk	Ålesund
ISTG1001	Statistikk	Gjøvik
ISTG1002	Statistikk	Gjøvik
ISTG1003	Statistikk	Gjøvik
ISTT1001	Statistikk	Trondheim
ISTT1002	Statistikk	Trondheim
TMA4240	Statistikk	Trondheim
MH3003	Statistikk for medisin og helsefag(Kun eksamen, undervises ikke)	Gjøvik, Ålesund, Trondheim
MH3006	Statistikk for medisin og helsefag(Kun eksamen, undervises ikke)	Gjøvik, Ålesund, Trondheim
MH3061	Statistikk for medisin og helsefag(Kun eksamen, undervises ikke)	Gjøvik, Ålesund, Trondheim
SØK1004	Statistikk for økonomer	Trondheim
REA1154F	Statistikk for økonomer	Gjøvik, Trondheim
REA1154	Statistikk for økonomer	Gjøvik
AR100219	Statistikk for økonomer	Ålesund
MET1002	Statistikk for økonomer	Trondheim
MATV2002	Statistikk og sensoriske metoder	Trondheim
TFY4230	Statistisk fysikk	Trondheim
TMA4295	Statistisk inferens	Trondheim
TMA4268	Statistisk læring	Trondheim
ST2304	Statistisk modellering for biologer/bioteknologer	Trondheim
TKJ4215	Statistisk termodynamikk i kjemi og biologi	Trondheim
ST1201	Statistiske metoder	Trondheim
MH3023	Statistiske og epidemiologiske metoder 1	Gjøvik, Ålesund, Trondheim
MH3021	Statistiske og epidemiologiske metoder 1	Gjøvik, Ålesund, Trondheim
MH3022	Statistiske og epidemiologiske metoder 1	Gjøvik, Ålesund, Trondheim
MH3024	Statistiske og epidemiologiske metoder 2	Gjøvik, Ålesund, Trondheim
SYT6300	Stats- og kommunalkunnskap, og sykepleiens faglige og vitenskapelige grunnlag	Trondheim
BMPA4035	Statsvitenskap	Trondheim
GEOM2510	Stikking	Gjøvik
GEOM2920	Stikking(Kun eksamen, undervises ikke)	Gjøvik
MUSP4143	Stilfordypning	Trondheim
IØ8817	Stokastisk kalkulus, kontroll og optimering med anvendelser innen finans	Trondheim
TMA4265	Stokastisk modellering	Trondheim
MR8503	Stokastiske metoder anvendt i ikkelineær analyse av marine konstruksjoner	Trondheim
ST2302	Stokastiske populasjonsmodeller	Trondheim
MA8109	Stokastiske prosesser og differensiallikninger	Trondheim
TFY4275	Stokastiske prosesser og transportteori	Trondheim
FY8907	Stokastiske prosesser og transportteori	Trondheim
TDT4225	Store, distribuerte datamengder	Trondheim
POL8519	Stormakters vekst og fall	Trondheim
POL3521	Stormakters vekst og fall	Trondheim
BSOL4610	Strategi og endring i teknologibedrifter	Trondheim
TIØ4567	Strategi, innovasjon og internasjonal forretningsutvikling, fordypningsemne	Trondheim
TIØ4562	Strategi, innovasjon og internasjonal forretningsutvikling, fordypningsprosjekt	Trondheim
TIØ4912	Strategi, innovasjon og internasjonal forretningsutvikling, masteroppgave	Trondheim
ORG3030	Strategic Leadership	Trondheim
TIØ4306	Strategier for industriell bærekraft	Trondheim
IDG2015	Strategisk design	Gjøvik
TIØ4547	Strategisk endringsledelse, fordypningsemne	Trondheim
TIØ4542	Strategisk endringsledelse, fordypningsprosjekt	Trondheim
TIØ4950	Strategisk endringsledelse, masteroppgave	Trondheim
TIØ4566	Strategisk innkjøps- og forsyningsledelse, fordypningsemne	Trondheim
TIØ4561	Strategisk innkjøps- og forsyningsledelse, fordypningsprosjekt	Trondheim
TIØ4911	Strategisk innkjøps- og forsyningsledelse, masteroppgave	Trondheim
IØ3091	Strategisk innkjøpsledelse, fordypningsemne	Trondheim
IØ3092	Strategisk innkjøpsledelse, fordypningsprosjekt	Trondheim
TIØ4265	Strategisk ledelse	Trondheim
SOL415	Strategisk ledelse	Trondheim
BMPA5052	Strategisk ledelse(Kun eksamen, undervises ikke)	Trondheim
ØS410	Strategisk økonomistyring	Trondheim
GB8420	Strategiske og politiske aspekter ved utnytting av mineralressurser	Trondheim
TGB4150	Strukturgeologi, grunnkurs	Trondheim
TGB4265	Strukturgeologi, videregående kurs	Trondheim
FY8919	Strålingsbiofysikk	Trondheim
TFY4315	Strålingsbiofysikk	Trondheim
TKP4100	Strømning og varmetransport	Trondheim
TEP4545	Strømningsteknikk, fordypningsemne(Kun eksamen, undervises ikke)	Trondheim
TFE4205	Studentdefinert utviklingsprosjekt	Trondheim
TET4300	Studiepoenggivende praksis	Trondheim
SKID2303	Studiepoenggivende praksis	Ålesund
IDATA2505	Studiepoenggivende praksis	Ålesund
BYGA2601	Studiepoenggivende praksis	Ålesund
AIS2220	Studiepoenggivende praksis	Ålesund
FLYT2303	Studiepoenggivende praksis innen luftfart​	Trondheim
MUST3055	Studioproduksjon	Trondheim
MUST1053	Studioteknikk	Trondheim
BI3052	Study Design	Trondheim
ET8105	Styring og drift av elkraftsystemer	Trondheim
TPK4191	Styring og optimalisering av produksjon	Trondheim
SKID2201	Styrkeberegninger(Kun eksamen, undervises ikke)	Ålesund
BYGT2313	Styrt praksis	Trondheim
TMT4242	Stål offshore	Trondheim
BYGT2319	Stålkonstruksjoner	Trondheim
BYGG2256	Stålkonstruksjoner	Gjøvik
TKT4170	Stålkonstruksjoner 1	Trondheim
TKT4230	Stålkonstruksjoner 2	Trondheim
TMT4215	Støping	Trondheim
TKT4128	Støtmekanikk	Trondheim
AM512030	Sustainability Analytics	Ålesund
TØL4010	Sustainability Assessment	Gjøvik
AM530160	Sustainability Management	Ålesund
TPD4210	Sustainability Transitions	Trondheim
AI521316	Sustainable Business Development	Ålesund
AM530210	Sustainable Business Development Project	Ålesund
BFIN4015	Sustainable Finance	Trondheim
VM1001	Sustainable Hydropower Development	Trondheim
RFEL3082	Sustainable Management of Ecosystem Services	Trondheim
TØL4014	Sustainable Manufacturing Systems	Gjøvik
TØL4012	Sustainable Manufacturing Technology	Gjøvik
IE501714	Swarm intelligence(Kun eksamen, undervises ikke)	Ålesund
PAG1003	Sykdomslære	Gjøvik
SPL2041D	Sykdomslære - psykiatri(Kun eksamen, undervises ikke)	Gjøvik
SPL2031D	Sykdomslære - somatikk(Kun eksamen, undervises ikke)	Gjøvik
RAG2203	Sykdomslære og bildediagnostiske modaliteter	Gjøvik
RAT2203	Sykdomslære og bildediagnostiske modaliteter	Trondheim
VET2006	Sykdomslære, pleie og omsorg	Trondheim
SYG3021	Sykepleiefaglig ledelse og tjenesteutvikling i kommunal helse- og omsorgstjeneste	Gjøvik
SYA3021	Sykepleiefaglig ledelse og tjenesteutvikling i kommunehelsetjenesten	Ålesund
SYT1002	Sykepleierens observasjon og vurdering av pasientens helse og sykdom	Trondheim
SYG1002	Sykepleierens observasjon og vurdering av pasientens helse og sykdom	Gjøvik
SYA1002	Sykepleierens observasjon og vurdering av pasientens helse og sykdom	Ålesund
SYA1003KOM	Sykepleierens observasjon og vurdering av pasientens helse og sykdom - praksisstudier	Ålesund
SYT1003KOM	Sykepleierens observasjon og vurdering av pasientens helse og sykdom - praksisstudier	Trondheim
SYG1003KOM	Sykepleierens observasjon og vurdering av pasientens helse og sykdom - praksisstudier	Gjøvik
MUSP4190	Symfonisk kor 1	Trondheim
MUSP4191	Symfonisk kor 2	Trondheim
NORD2242	Syntaks	Trondheim
NORX2242	Syntaks - for utvekslingsstudenter	Trondheim
TK8111	System og reguleringsteori	Trondheim
FH3010	Systematisk folkehelsearbeid	Trondheim
NRS8002	Systematiske oversikter og Meta analyser	Trondheim
TBT4165	Systembiologi og biologiske nettverk	Trondheim
KP8130	Systembiologi, modellering og analyse	Trondheim
BI3019	Systems Biology: Resources, standards and tools(Kun eksamen, undervises ikke)	Trondheim
IMT4123	Systemsikkerhet	Gjøvik, Trondheim
MR8404	Systemsikkerhet - analyse og modellering	Trondheim
TEP4240	Systemsimulering	Trondheim
PK8210	Systemteknikk - prinsipielt grunnlag og praksis	Trondheim
TTK4225	Systemteori, grunnkurs	Trondheim
IDATA1005	Systemutvikling	Ålesund
IDATG1005	Systemutvikling	Gjøvik
IDATT1005	Systemutvikling	Trondheim
IDATT2106	Systemutvikling 2 med smidig prosjekt	Trondheim
KLAS3100	Særpensum 1	Trondheim
KLAS3105	Særpensum 2	Trondheim
KLAS3115	Særpensum 3	Trondheim
RVI1040	Sør-Asias religioner	Trondheim
MDV6427	TIlnærmingsmåter i psykisk helse-, rus og avhengighetsarbeid	Trondheim
KULT8860	Tale, tekst og tolkning. Forskerkurs i kvalitativ metode	Trondheim
KULT8861	Tale, tekst og tolkning. Forskerkurs i kvalitativ metode	Trondheim
MA1301	Tallteori	Trondheim
IDATG1004	Teambasert samhandling	Gjøvik
IDATT1004	Teambasert samhandling	Trondheim
IDATA1004	Teambasert samhandling	Ålesund
TSOL425	Teamledelse og teknologi	Trondheim
DRA1003	Teaterproduksjon	Trondheim
FI5206	Technology for a Good Society	Trondheim
AAR1025	Tegning som verktøy for tenkning	Trondheim
TEGN2012	Tegnspråklingvistikk	Trondheim
TTT4180	Teknisk akustikk(Kun eksamen, undervises ikke)	Trondheim
TTK4555	Teknisk kybernetikk, fordypningsemne	Trondheim
TTK4550	Teknisk kybernetikk, fordypningsprosjekt	Trondheim
TTK4551	Teknisk kybernetikk, fordypningsprosjekt	Trondheim
TTK4900	Teknisk kybernetikk, masteroppgave	Trondheim
IP500520	Teknologi for digitale tvillinger	Ålesund
FO001216	Teknologi og samfunn	Ålesund
TFOR0114	Teknologi og samfunn	Trondheim
KULT8873	Teknologi, vitenskap og kultur	Trondheim
